url,Perfume,Brand,Country,Gender,Rating Value,Rating Count,Year,Top,Middle,Base,Perfumer1,Perfumer2,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5
https://www.fragrantica.com/perfume/lancome/la-vie-est-belle-l-eau-de-parfum-legere-18639.html,la-vie-est-belle-l-eau-de-parfum-legere,lancome,France,women,385,957,2013.0,"black currant, pear","iris, jasmine","praline, vanilla, white musk",unknown,,sweet,fruity,vanilla,powdery,iris
https://www.fragrantica.com/perfume/lancome/la-vie-est-belle-l-eveil-76394.html,la-vie-est-belle-l-eveil,lancome,France,women,385,53,2022.0,"gourmand accord, iris","orange blossom, jasmine sambac","vanilla, patchouli",unknown,,white floral,sweet,vanilla,patchouli,iris
https://www.fragrantica.com/perfume/lancome/miracle-eau-legere-sheer-fragrance-3639.html,miracle-eau-legere-sheer-fragrance,lancome,France,women,385,123,2008.0,"litchi, ginger","peony, magnolia, freesia",musk,unknown,,floral,fresh,fruity,musky,tropical
https://www.fragrantica.com/perfume/prada/prada-paradoxe-75668.html,prada-paradoxe,prada,Italy,women,385,4909,2022.0,"pear, tangerine, bergamot","orange blossom, neroli essence, neroli, jasmine sambac","bourbon vanilla, amber, white musk, benzoin",unknown,,white floral,citrus,sweet,amber,vanilla
https://www.fragrantica.com/perfume/ralph-lauren/polo-890.html,polo,ralph-lauren,USA,men,385,5534,1978.0,"juniper berries, basil, artemisia, caraway, coriander, bergamot","pine tree needles, leather, chamomile, pepper, carnation, geranium, jasmine, rose","tobacco, oakmoss, patchouli, cedar, vetiver, musk, amber",carlos benaim,,woody,aromatic,fresh spicy,tobacco,earthy
https://www.fragrantica.com/perfume/yves-saint-laurent/black-opium-eau-de-toilette-31440.html,black-opium-eau-de-toilette,yves-saint-laurent,France,women,385,1319,2015.0,"pear, black currant, citruses, green mandarin","coffee, tea, jasmine, orange blossom","white wood, white musk",unknown,,fruity,coffee,white floral,citrus,sweet
https://www.fragrantica.com/perfume/atelier-cologne/encens-jinhae-35377.html,encens-jinhae,atelier-cologne,USA,unisex,385,239,2016.0,"pink pepper, lemon, nutmeg","turkey red rose, olibanum, cherry blossom","elemi resin, patchouli, sandalwood",unknown,,rose,aromatic,floral,fresh spicy,citrus
https://www.fragrantica.com/perfume/diesel/only-the-brave-extreme-36305.html,only-the-brave-extreme,diesel,Italy,men,385,137,2016.0,"apple, mandarin orange, lemon","leather, rose, coriander","tonka bean, styrax, labdanum",alienor massenet,,amber,fruity,citrus,rose,leather
https://www.fragrantica.com/perfume/roger-gallet/cedrat-3483.html,cedrat,roger-gallet,France,women,385,217,2007.0,"citron, grapefruit, mint, watermelon","sea notes, basil, cardamom","cedar, vetiver, musk, white amber",unknown,,citrus,aromatic,woody,green,fresh spicy
https://www.fragrantica.com/perfume/azzaro/silver-black-3089.html,silver-black,azzaro,France,men,386,799,2005.0,"apple, lime, anise, bergamot","juniper, coriander, cardamom","patchouli, white musk, vetiver, sandalwood",francoise caron,,aromatic,woody,citrus,fresh spicy,warm spicy
https://www.fragrantica.com/perfume/azzaro/visit-for-women-30.html,visit-for-women,azzaro,France,women,386,429,2004.0,"pepper, orange leaf","precious woods, rose, indian jasmine, virginia cedar","tonka bean, benzoin, amber, musk",domitille michalon bertier,olivier polge,amber,woody,fresh spicy,warm spicy,white floral
https://www.fragrantica.com/perfume/cacharel/liberte-932.html,liberte,cacharel,France,women,386,1552,2007.0,"orange, bitter orange, mandarin orange, amalfi lemon, bergamot, freesia","marmalade, sugar, white honey, frangipani, heliotrope, gardenia, white flowers","patchouli, vanille, spices, vetyver",domitille michalon bertier,olivier polge,sweet,citrus,vanilla,honey,warm spicy
https://www.fragrantica.com/perfume/giorgio-armani/my-way-parfum-78561.html,my-way-parfum,giorgio-armani,Italy,women,386,848,2023.0,"orange blossom, bitter orange, calabrian bergamot","iris pallida, indian tuberose, ambrette (musk mallow)","white musk, bourbon vanilla, cedar",unknown,,white floral,citrus,musky,tuberose,powdery
https://www.fragrantica.com/perfume/lancome/hypnose-170.html,hypnose,lancome,France,women,386,14109,2005.0,passion flower,"jasmine, gardenia","vanille, vetiver",annick menardo,thierry wasser,vanilla,floral,white floral,fruity,sweet
https://www.fragrantica.com/perfume/lancome/miracle-intense-194.html,miracle-intense,lancome,France,women,386,113,2003.0,"ginger, pepper","magnolia, jasmine","incense, musk",unknown,,warm spicy,floral,white floral,fresh spicy,amber
https://www.fragrantica.com/perfume/mugler/alien-goddess-68354.html,alien-goddess,mugler,France,women,386,5694,2021.0,"coconut water, bergamot","jasmine, heliotrope","bourbon vanilla, cashmeran",marie salamagne,nathalie lorson,vanilla,powdery,white floral,woody,citrus
https://www.fragrantica.com/perfume/valentino/valentina-rosa-assoluto-28008.html,valentina-rosa-assoluto,valentino,Italy,women,386,186,2014.0,"raspberry, saffron, taif rose","rose, bulgarian rose, orange blossom","woodsy notes, praline, patchouli",hamid merati-kashani,olivier cresp,rose,sweet,woody,warm spicy,fruity
https://www.fragrantica.com/perfume/viktor-rolf/bonbon-pastel-55747.html,bonbon-pastel,viktor-rolf,Netherlands,women,386,129,2019.0,"mandarin orange, bergamot, cardamom","sea notes, orange blossom, neroli","caramel, amber, musk, sandalwood",cecile matton,serge majoullier,citrus,white floral,aromatic,caramel,marine
https://www.fragrantica.com/perfume/yves-saint-laurent/paris-94.html,paris,yves-saint-laurent,France,women,386,5474,1983.0,"rose, mimosa, hiacynth, geranium, green notes, nasturtium, orange blossom, hawthorn, cassia, bergamot","rose, violet, lily, lime blossom, ylang-ylang, lily-of-the-valley, jasmine, orris root","iris, musk, heliotrope, sandalwood, oakmoss, amber, cedar",sophia grojsman,,floral,powdery,rose,violet,green
https://www.fragrantica.com/perfume/cacharel/amor-amor-sunshine-953.html,amor-amor-sunshine,cacharel,France,women,387,215,2007.0,"apricot, tangerine, pink grapefruit, bergamot","frangipani, tahitian tiare flower, orchid, cyclamen, peony","vanilla, sandalwood, musk",laurent bruyere,,floral,citrus,powdery,fruity,sweet
https://www.fragrantica.com/perfume/cacharel/noa-242.html,noa,cacharel,France,women,387,11884,1998.0,"white musk, peony, freesia, green notes, peach, plum","lily, lily-of-the-valley, green grass, jasmine, ylang-ylang, rose","coffee, vanilla, sandalwood, coriander, incense, tonka bean, cedar",olivier cresp,,floral,white floral,musky,fresh,powdery
https://www.fragrantica.com/perfume/giorgio-armani/sun-di-gioia-36600.html,sun-di-gioia,giorgio-armani,Italy,women,387,1975,2016.0,"freesia, bergamot","frangipani, ylang-ylang, jasmine sambac","vanilla, ambroxan, benzoin, iris",firmenich,marie salamagne,floral,amber,vanilla,tropical,yellow floral
https://www.fragrantica.com/perfume/giorgio-armani/terra-di-gioia-66409.html,terra-di-gioia,giorgio-armani,Italy,women,387,943,2021.0,"pear, mandarin orange, bergamot","almond blossom, jasmine","amberwood, musk",unknown,,floral,sweet,amber,woody,white floral
https://www.fragrantica.com/perfume/giorgio-armani/armani-code-luna-14611.html,armani-code-luna,giorgio-armani,Italy,women,387,1121,2012.0,"bitter orange, bergamot, petitgrain, pear","orange blossom, osmanthus, mirabilis","vanilla, tonka bean, leather, cedar",unknown,,citrus,vanilla,sweet,white floral,floral
https://www.fragrantica.com/perfume/lancome/balafre-33648.html,balafre,lancome,France,men,387,68,2011.0,"green notes, lime, chamomile, cypress, lavender, neroli","pine needles, clary sage, geranium, carnation, cedar","oakmoss, vetiver, leather, musk, amber",unknown,,aromatic,woody,green,fresh spicy,citrus
https://www.fragrantica.com/perfume/lancome/lancome-tresor-eau-legere-sheer-3322.html,lancome-tresor-eau-legere-sheer,lancome,France,women,387,249,2008.0,"peach, bergamot","rose, freesia","sandalwood, patchouli",unknown,,floral,woody,rose,citrus,powdery
https://www.fragrantica.com/perfume/lancome/tresor-30-years-limited-edition-60562.html,tresor-30-years-limited-edition,lancome,France,women,387,71,2020.0,"lily-of-the-valley, peach, pineapple, lilac, rose, bergamot, apricot blossom","heliotrope, rose, violet, iris, jasmine","apricot, amber, peach, vanilla, sandalwood, musk",sophia grojsman,,fruity,powdery,floral,sweet,fresh
https://www.fragrantica.com/perfume/maison-martin-margiela/matcha-meditation-64805.html,matcha-meditation,maison-martin-margiela,France,unisex,387,2514,2021.0,"green tea, bergamot, mandarin orange","jasmine, mate, orange blossom, matcha tea","white chocolate, moss, cedar",alexandra carlin,maurice roucel,white floral,green,sweet,citrus,fresh
https://www.fragrantica.com/perfume/mugler/a-men-pure-shot-14522.html,a-men-pure-shot,mugler,France,men,387,757,2012.0,"juniper berries, mint","white pepper, cardamom","patchouli, sequoia",jacques huclier,,aromatic,fresh spicy,woody,warm spicy,green
https://www.fragrantica.com/perfume/ralph-lauren/polo-red-18598.html,polo-red,ralph-lauren,USA,men,387,3087,2013.0,"cranberry, grapefruit, italian lemon","saffron, sage","amber, coffee, woodsy notes",olivier gillotin,,citrus,fruity,amber,warm spicy,coffee
https://www.fragrantica.com/perfume/ralph-lauren/ralph-s-club-68282.html,ralph-s-club,ralph-lauren,USA,men,387,1497,2021.0,"lavender, clary sage",virginia cedar,vetiver,dominique ropion,,aromatic,lavender,woody,soft spicy,earthy
https://www.fragrantica.com/perfume/valentino/valentino-noir-absolu-musc-essence-49861.html,valentino-noir-absolu-musc-essence,valentino,Italy,unisex,387,152,2018.0,"aldehydes, heliotrope","rose, orange blossom","tonka bean, woody notes",olivier pescheux,,aldehydic,rose,vanilla,fresh,powdery
https://www.fragrantica.com/perfume/viktor-rolf/flowerbomb-midnight-53550.html,flowerbomb-midnight,viktor-rolf,Netherlands,women,387,989,2019.0,"black currant, pomegranate","night blooming jasmine, peony","white musk, vanilla",unknown,,fruity,floral,musky,woody,white floral
https://www.fragrantica.com/perfume/yves-saint-laurent/la-nuit-de-l-homme-eau-electrique-42054.html,la-nuit-de-l-homme-eau-electrique,yves-saint-laurent,France,men,387,958,2017.0,"green apple, lemon, mandarin orange","geranium, lavender, sage, orange blossom","vanilla, tonka bean, cashmere wood, cedar, patchouli, vetiver",unknown,,aromatic,vanilla,fresh spicy,woody,citrus
https://www.fragrantica.com/perfume/yves-saint-laurent/opium-elixir-voluptueux-5159.html,opium-elixir-voluptueux,yves-saint-laurent,France,women,387,30,2008.0,"mandarin orange, lily-of-the-valley, bergamot","myrhh, jasmine, carnation","vanilla, amber, patchouli, opoponax",unknown,,amber,warm spicy,white floral,balsamic,vanilla
https://www.fragrantica.com/perfume/yves-saint-laurent/yves-saint-laurent-y-45956.html,yves-saint-laurent-y,yves-saint-laurent,France,men,387,3429,2017.0,"aldehydes, bergamot, ginger, mint, lemon","apple, violet leaf, pineapple, sage, geranium","ambergris, musk, cedar, balsam fir, incense, vetiver",dominique ropion,,aromatic,fresh,citrus,fresh spicy,green
https://www.fragrantica.com/perfume/atelier-cologne/vanille-insensee-11456.html,vanille-insensee,atelier-cologne,USA,unisex,387,3181,2011.0,"lime, citron, coriander","vetiver, oak moss, jasmine","vanille, oak, amber",ralf schwieger,,vanilla,woody,citrus,aromatic,earthy
https://www.fragrantica.com/perfume/atelier-cologne/cedre-atlas-30045.html,cedre-atlas,atelier-cologne,USA,unisex,387,1739,2015.0,"lemon, bergamot, black currant","cedar, apricot, jasmine","vetiver, papyrus, amber",jérôme epinette,,woody,citrus,aromatic,fruity,powdery
https://www.fragrantica.com/perfume/atelier-cologne/figuier-ardent-30046.html,figuier-ardent,atelier-cologne,USA,unisex,387,552,2015.0,"bergamot, anise, cardamom","fig leaf, fig, black pepper","cedar, iris, tonka bean",ralf schwieger,,woody,green,sweet,fruity,fresh
https://www.fragrantica.com/perfume/giorgio-armani/armani-code-turquoise-for-women-30323.html,armani-code-turquoise-for-women,giorgio-armani,Italy,women,388,234,2015.0,"orange blossom, neroli, pear","orange blossom, ginger, jasmine","orange blossom, musk, white woods, vanilla",unknown,,white floral,citrus,sweet,fresh,warm spicy
https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-diamonds-violet-31240.html,emporio-armani-diamonds-violet,giorgio-armani,Italy,women,388,295,2015.0,"raspberry, litchi, passionfruit","violet, bulgarian rose, lily-of-the-valley","praline, vanilla, patchouli",unknown,,sweet,fruity,violet,powdery,fresh
https://www.fragrantica.com/perfume/lancome/la-vie-est-belle-edition-limitee-42189.html,la-vie-est-belle-edition-limitee,lancome,France,women,388,34,2016.0,"orange, black currant, pear","jasmine, iris, orange blossom","praline, patchouli, vanilla, tonka bean, bitter almond",unknown,,sweet,vanilla,fruity,patchouli,woody
https://www.fragrantica.com/perfume/viktor-rolf/flowerbomb-mariage-66361.html,flowerbomb-mariage,viktor-rolf,Netherlands,women,388,32,2021.0,"tea, osmanthus, bergamot","orange blossom, rose, jasmine, freesia, orchid","patchouli, musk",unknown,,floral,white floral,patchouli,citrus,woody
https://www.fragrantica.com/perfume/yves-saint-laurent/manifesto-15540.html,manifesto,yves-saint-laurent,France,women,388,7277,2012.0,"black currant, bergamot, green notes","jasmine sambac, lily-of-the-valley","vanilla, tonka bean, sandalwood, cedar",anne flipo,loc dong,vanilla,woody,fruity,powdery,white floral
https://www.fragrantica.com/perfume/yves-saint-laurent/mon-paris-parfum-floral-53613.html,mon-paris-parfum-floral,yves-saint-laurent,France,women,388,515,2019.0,"peach, citruses","peony, white rose, datura, magnolia, orange blossom, jasmine sambac","musk, patchouli, cashmere wood",unknown,,floral,white floral,rose,fresh,citrus
https://www.fragrantica.com/perfume/atelier-cologne/bois-blonds-9422.html,bois-blonds,atelier-cologne,USA,unisex,388,828,,"tunisian neroli, pink pepper","orange blossom, incense","woody notes, haitian vetiver, musk",jérôme epinette,,woody,white floral,citrus,aromatic,musky
https://www.fragrantica.com/perfume/atelier-cologne/oolang-infini-9424.html,oolang-infini,atelier-cologne,USA,unisex,388,1143,2011.0,"bergamot, tunisian neroli","tea, jasmine, leather","guaiac wood, haitian vetiver, tobacco blossom",jérôme epinette,,citrus,green,woody,white floral,aromatic
https://www.fragrantica.com/perfume/diesel/only-the-brave-5532.html,only-the-brave,diesel,Italy,men,388,2914,2009.0,"amalfi lemon, mandarin orange","violet, virginia cedar, coriander","amber, leather, benzoin, french labdanum, styrax",unknown,,amber,citrus,leather,woody,powdery
https://www.fragrantica.com/perfume/diesel/plus-plus-masculine-494.html,plus-plus-masculine,diesel,Italy,men,388,1133,1997.0,"orange, bergamot, palm leaf, heliotrope","jasmine, coriander, birch, violet, sage, cardamom, green notes, lily-of-the-valley","cinnamon, tonka bean, nutmeg, sandalwood, musk, patchouli, anise, clove, vetiver, oak moss",arturetto landi,,warm spicy,citrus,aromatic,woody,powdery
https://www.fragrantica.com/perfume/gloria-vanderbilt/minuit-a-new-york-31874.html,minuit-a-new-york,gloria-vanderbilt,USA,women,388,567,2015.0,"tuberose, pink peony, white lily","gardenia, jasmine, violet, hyacinth","sandalwood, patchouli, amberwood, suede",dora baghriche,,white floral,woody,floral,tuberose,powdery
https://www.fragrantica.com/perfume/azzaro/pure-vetiver-7051.html,pure-vetiver,azzaro,France,men,389,162,2000.0,"ginger, pepper, grapefruit, cardamom","lavender, sea notes, artemisia","vetiver, nutmeg flower, rhubarb",raphael haury,,aromatic,fresh spicy,warm spicy,woody,citrus
https://www.fragrantica.com/perfume/cacharel/noa-fleur-243.html,noa-fleur,cacharel,France,women,389,454,2003.0,"green notes, coriander extract, cassis","peony, bulgarian rose, hibiscus, coffee, nutmeg","peony, white musk, benzoin",olivier cresp,,floral,rose,fresh,musky,green
https://www.fragrantica.com/perfume/cacharel/noa-perle-811.html,noa-perle,cacharel,France,women,389,1223,2006.0,"kumquat, pink pepper","peony, african orange flower, freesia",hazelnut,domitille michalon bertier,olivier polge,floral,citrus,nutty,fresh,soft spicy
https://www.fragrantica.com/perfume/giorgio-armani/acqua-di-gioia-eau-de-toilette-24452.html,acqua-di-gioia-eau-de-toilette,giorgio-armani,Italy,women,389,845,2014.0,"lemon, pear, violet leaf, black currant","peony, jasmine sambac, jasmine","cedar, cashmere wood",unknown,,fresh,citrus,floral,fruity,woody
https://www.fragrantica.com/perfume/giorgio-armani/oranger-alhambra-4036.html,oranger-alhambra,giorgio-armani,Italy,women,389,149,2008.0,"petitgrain, bitter orange, lemon, bergamot","jasmine, marjoram, rosemary","oakmoss, patchouli",unknown,,citrus,aromatic,fresh spicy,woody,mossy
https://www.fragrantica.com/perfume/giorgio-armani/blanc-kogane-88629.html,blanc-kogane,giorgio-armani,Italy,unisex,389,133,2024.0,"aldehydes, indian jasmine","white musk, lily","patchouli, vetiver",unknown,,white floral,musky,aldehydic,fresh,powdery
https://www.fragrantica.com/perfume/giorgio-armani/rondo-armaniano-87438.html,rondo-armaniano,giorgio-armani,Italy,unisex,389,35,2023.0,lavender,"sage, rose","sandalwood, musk, patchouli, vanilla, iris",anne flipo,,woody,powdery,musky,warm spicy,patchouli
https://www.fragrantica.com/perfume/giorgio-armani/stronger-with-you-limited-edition-79166.html,stronger-with-you-limited-edition,giorgio-armani,Italy,men,389,91,2023.0,"pink pepper, cardamom",sage,"marron glace, vanilla, amber",unknown,,sweet,vanilla,nutty,soft spicy,aromatic
https://www.fragrantica.com/perfume/lancome/cyclades-2485.html,cyclades,lancome,France,women,389,300,2008.0,"bergamot, neroli","nerium oleander, jasmine","vanilla, white musk",unknown,,floral,citrus,white floral,vanilla,musky
https://www.fragrantica.com/perfume/lancome/la-vie-est-belle-l-eclat-l-eau-de-toilette-48461.html,la-vie-est-belle-l-eclat-l-eau-de-toilette,lancome,France,women,389,721,2018.0,"grapefruit, mandarin orange, bergamot, tea, pink pepper","orange blossom, neroli, jasmine, iris","musk, ambroxan, tahitian vanilla, patchouli",anne flipo,dominique ropion,citrus,white floral,musky,powdery,iris
https://www.fragrantica.com/perfume/lancome/oui-la-vie-est-belle-72050.html,oui-la-vie-est-belle,lancome,France,women,389,610,2022.0,"raspberry, pink pepper, bergamot","rose, ylang-ylang","sweet notes, iris, patchouli",unknown,,sweet,fruity,rose,iris,woody
https://www.fragrantica.com/perfume/mugler/show-collection-a-men-bracelet-de-force-10363.html,show-collection-a-men-bracelet-de-force,mugler,France,men,389,35,2010.0,"lavender, mint, bergamot, fruity, spicy notes, green notes, coriander","patchouli, caramel, honey, milk, cedar, lily-of-the-valley, jasmine","patchouli, coffee, tonka bean, vanilla, amber, musk, benzoin, sandalwood",unknown,,warm spicy,sweet,amber,vanilla,woody
https://www.fragrantica.com/perfume/mugler/alien-flora-futura-48304.html,alien-flora-futura,mugler,France,women,389,1862,2018.0,"citron, buddha wood",night blooming cereus,"white amber, sandalwood",unknown,,white floral,woody,citrus,amber,powdery
https://www.fragrantica.com/perfume/ralph-lauren/ralph-rocks-880.html,ralph-rocks,ralph-lauren,USA,women,389,579,2006.0,"passionfruit, lemon, kiwi","palm leaf, orange blossom, freesia, hiacynth","sandalwood, amber",annie buzantian,,fruity,citrus,fresh,tropical,green
https://www.fragrantica.com/perfume/valentino/valentina-acqua-floreale-17156.html,valentina-acqua-floreale,valentino,Italy,women,389,990,2013.0,"orange blossom, bergamot","jasmine, mimosa, neroli, tuberose","amber, patchouli",olivier cresp,,white floral,citrus,floral,tuberose,yellow floral
https://www.fragrantica.com/perfume/yves-saint-laurent/black-opium-illicit-green-71193.html,black-opium-illicit-green,yves-saint-laurent,France,women,389,1508,2022.0,"pear, fig leaf, green mandarin","fig, orange blossom, jasmine","bourbon vanilla, coffee, patchouli",nathalie lorson,olivier cresp,vanilla,sweet,coffee,fruity,white floral
https://www.fragrantica.com/perfume/yves-saint-laurent/mon-paris-couture-48400.html,mon-paris-couture,yves-saint-laurent,France,women,389,488,2018.0,"raspberry, grapefruit, litchi, mandarin orange, bergamot","rose, peony, orange blossom, datura","white musk, patchouli, cashmeran, ambroxan",unknown,,citrus,fruity,rose,floral,musky
https://www.fragrantica.com/perfume/diesel/fuel-for-life-denim-collection-femme-11575.html,fuel-for-life-denim-collection-femme,diesel,Italy,women,389,236,2011.0,raspberry,jasmine,"woodsy notes, amber",unknown,,fruity,white floral,woody,amber,sweet
https://www.fragrantica.com/perfume/gloria-vanderbilt/jardin-a-new-york-40059.html,jardin-a-new-york,gloria-vanderbilt,USA,women,389,359,2016.0,"gardenia, petitgrain","jasmine, neroli, peony","cedar, amber",dora baghriche,,white floral,floral,citrus,fresh,woody
https://www.fragrantica.com/perfume/eau-jeune/demon-11053.html,demon,eau-jeune,France,women,389,38,1993.0,"black currant, peach","jasmine, lily-of-the-valley","vanille, musk",unknown,,fruity,vanilla,powdery,sweet,white floral
https://www.fragrantica.com/perfume/azzaro/azzaro-pour-homme-829.html,azzaro-pour-homme,azzaro,France,men,39,5855,1978.0,"lavender, lemon, caraway, basil, bergamot, clary sage, iris, star anise","vetiver, sandalwood, patchouli, cedar, juniper berries, cardamom","oakmoss, leather, amber, musk, tonka bean",gerard anthony,richard wirtz,aromatic,woody,fresh spicy,earthy,lavender
https://www.fragrantica.com/perfume/azzaro/azzaro-pour-homme-night-time-13965.html,azzaro-pour-homme-night-time,azzaro,France,men,39,609,2011.0,"rhuburb, bitter orange","nutmeg, pepper","virginia cedar, vetiver",christophe raynaud,michel girard,fresh spicy,woody,citrus,aromatic,green
https://www.fragrantica.com/perfume/giorgio-armani/acqua-di-gioia-8442.html,acqua-di-gioia,giorgio-armani,Italy,women,39,14643,2010.0,"amalfi lemon, mint",water jasmine,"virginia cedar, brown sugar, french labdanum",unknown,,aromatic,citrus,green,white floral,fresh spicy
https://www.fragrantica.com/perfume/giorgio-armani/pivoine-suzhou-soie-de-nacre-41617.html,pivoine-suzhou-soie-de-nacre,giorgio-armani,Italy,women,39,235,2016.0,"raspberry, pink pepper, mandarin orange","peony, may rose, rose","musk, amber, patchouli",unknown,,rose,floral,fresh,fruity,sweet
https://www.fragrantica.com/perfume/giorgio-armani/rose-d-artiste-50389.html,rose-d-artiste,giorgio-armani,Italy,women,39,40,2018.0,"orange blossom, bergamot","iris, violet, incense","ambroxan, myrhh",marie salamagne,,amber,violet,powdery,iris,citrus
https://www.fragrantica.com/perfume/giorgio-armani/my-way-intense-68596.html,my-way-intense,giorgio-armani,Italy,women,39,1976,2021.0,"orange blossom, bitter orange","indian tuberose, tuberose","madagascar vanilla, sandalwood",carlos benaim,,white floral,tuberose,citrus,vanilla,animalic
https://www.fragrantica.com/perfume/giorgio-armani/si-passione-intense-58737.html,si-passione-intense,giorgio-armani,Italy,women,39,865,2020.0,blackcurrant syrup,jasmine,"white musk, patchouli, cedar, vanilla",julie massé,,woody,fruity,musky,powdery,white floral
https://www.fragrantica.com/perfume/lancome/tresor-sheer-fragrance-5958.html,tresor-sheer-fragrance,lancome,France,women,39,41,2009.0,"pepper, bergamot, holly","rose, floral notes, freesia",sandalwood,sophia grojsman,,floral,fresh spicy,rose,woody,citrus
https://www.fragrantica.com/perfume/mugler/a-men-pure-leather-pure-cuir-16043.html,a-men-pure-leather-pure-cuir,mugler,France,men,39,923,2012.0,"leather, mint, lavender, fruity notes, coriander, bergamot, green notes","leather, caramel, patchouli, honey, milk, cedar, jasmine, lily-of-the-valley","leather, patchouli, coffee, vanilla, tonka bean, benzoin, amber, musk, sandalwood",unknown,,leather,sweet,warm spicy,caramel,vanilla
https://www.fragrantica.com/perfume/mugler/alien-man-mirage-59293.html,alien-man-mirage,mugler,France,men,39,142,2020.0,"mineral notes, juniper","watery notes, reed","leather, patchouli",unknown,,woody,aquatic,mineral,aromatic,fresh
https://www.fragrantica.com/perfume/mugler/fougere-furieuse-25094.html,fougere-furieuse,mugler,France,unisex,39,298,2014.0,"herbal notes, fern","geranium, neroli","oakmoss, coumarin, amber",jean-christophe hérault,olivier polge,aromatic,fresh spicy,green,mossy,earthy
https://www.fragrantica.com/perfume/prada/kiss-collection-prada-candy-kiss-30659.html,kiss-collection-prada-candy-kiss,prada,Italy,women,39,251,2015.0,musk,benzoin,caramel,daniela (roche) andrier,,musky,amber,caramel,powdery,warm spicy
https://www.fragrantica.com/perfume/prada/prada-candy-gloss-44534.html,prada-candy-gloss,prada,Italy,women,39,1891,2017.0,"sour cherry, cassis","peach, rose, orange blossom","vanilla, almond, benzoin, heliotrope, musk",daniela (roche) andrier,,sweet,cherry,almond,fruity,nutty
https://www.fragrantica.com/perfume/yves-saint-laurent/baby-doll-honeymoon-limited-edition-5605.html,baby-doll-honeymoon-limited-edition,yves-saint-laurent,France,women,39,63,2009.0,"red currant, passionfruit, grapefruit, rhuburb","pomegranate, jasmine, passion flower, peach, rose","musk, virginia cedar",unknown,,fruity,sweet,fresh,woody,sour
https://www.fragrantica.com/perfume/yves-saint-laurent/cinema-scenario-d-ete-3165.html,cinema-scenario-d-ete,yves-saint-laurent,France,women,39,102,2008.0,"lime, mandarin orange, orange","jasmine, amaryllis, ylang-ylang","peach, musk, amber",unknown,,citrus,sweet,white floral,fruity,floral
https://www.fragrantica.com/perfume/yves-saint-laurent/opium-eau-de-parfum-2009-7399.html,opium-eau-de-parfum-2009,yves-saint-laurent,France,women,39,6778,2009.0,"mandarin orange, bergamot, lily-of-the-valley","myrhh, jasmine","opoponax, amber, patchouli, vanille",unknown,,amber,balsamic,sweet,warm spicy,citrus
https://www.fragrantica.com/perfume/yves-saint-laurent/young-sexy-lovely-couture-collection-2009-5787.html,young-sexy-lovely-couture-collection-2009,yves-saint-laurent,France,women,39,29,2009.0,"black currant, pear, mandarin orange","cherry blossom, peach, magnolia","musk, virginia cedar, amber",unknown,,fruity,floral,citrus,sweet,fresh
https://www.fragrantica.com/perfume/atelier-cologne/mistral-patchouli-17150.html,mistral-patchouli,atelier-cologne,USA,unisex,39,528,2013.0,"star anise, pomelo, black pepper","geranium, iris, incense","patchouli, haitian vetiver, benzoin",unknown,,anis,soft spicy,fresh spicy,patchouli,warm spicy
https://www.fragrantica.com/perfume/roger-gallet/jean-marie-farina-eau-des-bienfaits-15671.html,jean-marie-farina-eau-des-bienfaits,roger-gallet,France,women,39,71,,"lemon, bergamot, blood orange, mandarin orange","orange blossom, violet leaf","cedar, patchouli",unknown,,citrus,woody,,,
https://www.fragrantica.com/perfume/azzaro/chrome-under-the-pole-50031.html,chrome-under-the-pole,azzaro,France,men,391,55,2018.0,"calabrian bergamot, lemon, rosemary, pineapple, neroli","cyclamen, coriander, oakmoss, jasmine","sandalwood, cedar, oakmoss, tonka bean, brazilian rosewood, musk, cardamom",unknown,,woody,aromatic,citrus,floral,fresh
https://www.fragrantica.com/perfume/azzaro/sea-54974.html,sea,azzaro,France,unisex,391,82,2019.0,mandarin orange,sea notes,patchouli,unknown,,marine,citrus,patchouli,aromatic,salty
https://www.fragrantica.com/perfume/cacharel/amor-amor-absolu-10201.html,amor-amor-absolu,cacharel,France,women,391,671,2010.0,"black currant, pineapple, grapefruit","frangipani, jasmine, lily-of-the-valley","praline, vanille, benzoin, sandalwood",dominique ropion,,sweet,fruity,vanilla,floral,tropical
https://www.fragrantica.com/perfume/cacharel/amor-amor-love-festival-60073.html,amor-amor-love-festival,cacharel,France,women,391,95,2020.0,"coca-cola, grapefruit, cassis","rose, jasmine, lily-of-the-valley","vanilla, musk, cedar",unknown,,coca-cola,vanilla,citrus,warm spicy,white floral
https://www.fragrantica.com/perfume/lancome/climat-l-edition-mythique-32364.html,climat-l-edition-mythique,lancome,France,women,391,106,2015.0,"aldehydes, green notes, violet, peach, bergamot","narcissus, iris, lily-of-the-valley, jasmine, may rose, ylang-ylang, tuberose","moss, vetiver, sandalwood, amber, musk",unknown,,woody,white floral,green,fresh,powdery
https://www.fragrantica.com/perfume/lancome/la-vie-est-belle-rose-extraordinaire-89903.html,la-vie-est-belle-rose-extraordinaire,lancome,France,women,391,297,2024.0,"bergamot, orange, stems greens","damask rose, rose, rose water, iris","ambroxan, musk, woody notes, moss, sandalwood",anne flipo,dominique ropion,rose,citrus,musky,woody,powdery
